,icd9_code,diagnoses_short_title,diagnoses_long_title,procedure_short_title,procedure_long_title
1364,9123,Blister shoulder/arm-inf,"Blister of shoulder and upper arm, infected",C & s-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture and sensitivity"
1365,9124,Insect bite shoulder/arm,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection",Parasitology-upper urin,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, parasitology"
1366,9125,Insect bite shld/arm-inf,"Insect bite, nonvenomous of shoulder and upper arm, infected",Toxicology-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, toxicology"
1367,9126,Foreign body shouldr/arm,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection",Cell blk/pap-upper urin,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, cell block and Papanicolaou smear"
1368,9765,Pois-eye anti-infec/drug,Poisoning by eye anti-infectives and other eye drugs,Remov urethral stent,Removal of urethral stent
1369,9769,Pois-skin/membr agnt NOS,Poisoning by unspecified agent primarily affecting skin and mucous membrane,Remov other urin device,Removal of other device from urinary system
1370,9771,Poison-lipotropic drugs,Poisoning by lipotropic drugs,Removal iud,Removal of intrauterine contraceptive device
1371,9772,Poisoning-antidotes NEC,"Poisoning by antidotes and chelating agents, not elsewhere classified",Remov intrauterine pack,Removal of intrauterine pack
1372,9773,Poison-alcohol deterrent,Poisoning by alcohol deterrents,Remov vaginal diaphragm,Removal of vaginal diaphragm
1373,9774,Pois-pharmaceut excipien,Poisoning by pharmaceutical excipients,Removal oth vag pessary,Removal of other vaginal pessary
1374,9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance,Remov other genit device,Removal of other device from genital tract
1375,9781,Pois-typh/paratyph vacc,Poisoning by typhoid and paratyphoid vaccine,Remov retroperiton drain,Removal of retroperitoneal drainage device
1376,9782,Poisoning-cholera vaccin,Poisoning by cholera vaccine,Remov peritoneal drain,Removal of peritoneal drainage device
1377,9783,Poisoning-plague vaccine,Poisoning by plague vaccine,Remov abdom wall suture,Removal of abdominal wall sutures
1378,9784,Poisoning-tetanus vaccin,Poisoning by tetanus vaccine,Remov trunk suture NEC,"Removal of sutures from trunk, not elsewhere classified"
1379,9785,Pois-diphtheria vaccine,Poisoning by diphtheria vaccine,Remov trunk packing NEC,"Removal of packing from trunk, not elsewhere classified"
1380,9786,Pois-pertussis vaccine,"Poisoning by pertussis vaccine, including combinations with a pertussis component",Remov abdomen device NEC,Removal of other device from abdomen
1381,9788,Pois-bact vaccin NEC/NOS,Poisoning by other and unspecified bacterial vaccines,Remov ext immobilization,Removal of external immobilization device
1382,9789,Pois-mix bacter vaccines,"Poisoning by mixed bacterial vaccines, except combinations with a pertussis component",Remov therapeut dev NEC,Removal of other therapeutic device
1383,9801,Toxic eff methyl alcohol,Toxic effect of methyl alcohol,Remov intralum mouth FB,Removal of intraluminal foreign body from mouth without incision
1384,9802,Toxic eff isopropyl alc,Toxic effect of isopropyl alcohol,Remov intralum esoph FB,Removal of intraluminal foreign body from esophagus without incision
1385,9803,Toxic effect fusel oil,Toxic effect of fusel oil,Remov intralum gastr FB,Removal of intraluminal foreign body from stomach and small intestine without incision
1386,981,Toxic eff petroleum prod,Toxic effect of petroleum products,Dacryocystorhinostomy,Dacryocystorhinostomy [DCR]
1387,9820,Toxic effect benzene,Toxic effect of benzene and homologues,Removal of FB NOS,"Removal of foreign body, not otherwise specified"
1388,9821,Toxic eff carbon tetrach,Toxic effect of carbon tetrachloride,Removal superfic FB eye,Removal of superficial foreign body from eye without incision
1389,9822,Toxic eff carbon disulfi,Toxic effect of carbon disulfide,Removal head/neck FB,Removal of other foreign body without incision from head and neck
1390,9823,Tx ef cl-hydcarb slv NEC,Toxic effect of other chlorinated hydrocarbon solvents,Removal vulvar FB,Removal of foreign body from vulva without incision
1391,9399,Foreign bdy gu tract NOS,Foreign body in unspecified site in genitourinary tract,Other resp procedures,Other respiratory procedures
1392,9401,Burn periocular area NEC,Other burns of eyelids and periocular area,Intelligence test admin,Administration of intelligence test
1393,9402,Alkal burn cornea/conjun,Alkaline chemical burn of cornea and conjunctival sac,Psychologic test adminis,Administration of psychologic test
1394,9403,Acid burn cornea/conjunc,Acid chemical burn of cornea and conjunctival sac,Character analysis,Character analysis
1395,9409,Burn eye & adnexa NOS,Unspecified burn of eye and adnexa,Psychol mental stat NOS,"Psychologic mental status determination, not otherwise specified"
1396,9992,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified",Other acupuncture,Other acupuncture
1397,7873,Flatul/eructat/gas pain,"Flatulence, eructation, and gas pain",Osteoclasis-radius/ulna,"Osteoclasis, radius and ulna"
1398,7874,Visible peristalsis,Visible peristalsis,Osteoclasis-metacar/car,"Osteoclasis, carpals and metacarpals"
1399,7875,Abnormal bowel sounds,Abnormal bowel sounds,Osteoclasis-femur,"Osteoclasis, femur"
1400,7877,Abnormal feces,Abnormal feces,Osteoclasis-tibia/fibula,"Osteoclasis, tibia and fibula"
1401,7880,Renal colic,Renal colic,Other bone dx proc NOS,"Diagnostic procedures on bone, not elsewhere classified, unspecified site"
1402,7881,Dysuria,Dysuria,Oth dx proced-chest cage,"Diagnostic procedures on bone, not elsewhere classified, scapula, clavicle, and thorax [ribs and sternum]"
1403,8059,Vertebral fx NOS-open,Open fracture of unspecified vertebral column without mention of spinal cord injury,Oth exc/dest intvrt disc,Other destruction of intervertebral disc
1404,8831,Open wound finger-compl,"Open wound of finger(s), complicated",Skeletal series x-ray,Skeletal series
1405,8832,Open wnd finger w tendon,"Open wound of finger(s), with tendon involvement",Contrast arthrogram,Contrast arthrogram
1406,8840,Open wound arm mult/NOS,"Multiple and unspecified open wound of upper limb, without mention of complication",Contrast arteriogram NOS,"Arteriography using contrast material, unspecified site"
1407,8841,Open wound arm NOS-compl,"Multiple and unspecified open wound of upper limb, complicated",Contr cerebr arteriogram,Arteriography of cerebral arteries
1408,8842,Opn wnd arm NOS w tendon,"Multiple and unspecified open wound of upper limb, with tendon involvement",Contrast aortogram,Aortography
1409,8850,Amputation thumb,"Traumatic amputation of thumb (complete)(partial), without mention of complication",Angiocardiography NOS,"Angiocardiography, not otherwise specified"
1410,8851,Amputation thumb-compl,"Traumatic amputation of thumb (complete)(partial), complicated",Vena cav angiocardiogram,Angiocardiography of venae cavae
1411,8860,Amputation finger,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication",Contrast phlebogram NOS,"Phlebography using contrast material, unspecified site"
1412,8861,Amputation finger-compl,"Traumatic amputation of other finger(s) (complete) (partial), complicated",Contr phlebogram-hd/neck,Phlebography of veins of head and neck using contrast material
1413,8871,"Amp below elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated",Dx ultrasound-head/neck,Diagnostic ultrasound of head and neck
1414,8872,"Amput abv elbow, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication",Dx ultrasound-heart,Diagnostic ultrasound of heart
1415,8873,"Amput abv elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated",Dx ultrasound-thorax NEC,Diagnostic ultrasound of other sites of thorax
1416,8874,"Amputat arm, unilat NOS","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, without mention of complication",Dx ultrasound-digestive,Diagnostic ultrasound of digestive system
1417,8875,"Amput arm, unil NOS-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated",Dx ultrasound-urinary,Diagnostic ultrasound of urinary system
1418,8876,"Amputation arm, bilat","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], without mention of complication",Dx ultrasound-abdomen,Diagnostic ultrasound of abdomen and retroperitoneum
1419,8877,"Amputat arm, bilat-compl","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], complicated",Dx ultrasound-vascular,Diagnostic ultrasound of peripheral vascular system
1420,9501,Injury to optic chiasm,Injury to optic chiasm,Limited eye examination,Limited eye examination
1421,9502,Injury to optic pathways,Injury to optic pathways,Comprehensive eye exam,Comprehensive eye examination
1422,9503,Injury to visual cortex,Injury to visual cortex,Extended ophthal work-up,Extended ophthalmologic work-up
1423,9509,Inj optic nerv/path NOS,Injury to unspecified optic nerve and pathways,Eye examination NOS,"Eye examination, not otherwise specified"
1424,9511,Injury trochlear nerve,Injury to trochlear nerve,Fundus photography,Fundus photography
1425,9512,Injury trigeminal nerve,Injury to trigeminal nerve,Eye fluorescein angiogra,Fluorescein angiography or angioscopy of eye
1426,9999,Complic med care NEC/NOS,"Other and unspecified complications of medical care, not elsewhere classified",Miscellaneous proc NEC,Other miscellaneous procedures
1427,7279,Synov/tend/bursa dis NOS,"Unspecified disorder of synovium, tendon, and bursa",Vacuum extract del NEC,Other vacuum extraction
1428,9513,Injury abducens nerve,Injury to abducens nerve,Ultrasound study of eye,Ultrasound study of eye
1429,9514,Injury to facial nerve,Injury to facial nerve,X-ray study of eye,X-ray study of eye
1430,9515,Injury to acoustic nerve,Injury to acoustic nerve,Ocular motility study,Ocular motility study
1431,9516,Injury accessory nerve,Injury to accessory nerve,P32 & eye tracer NEC,P32 and other tracer studies of eye
1432,9129,Superf inj shldr NEC-inf,"Other and unspecified superficial injury of shoulder and upper arm, infected",Micro exam-uppr urin NEC,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, other microscopic examination"
1433,9131,Abrasion forearm-infect,"Abrasion or friction burn of elbow, forearm, and wrist, infected",Bact smear-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, bacterial smear"
1434,9132,Blister forearm,"Blister of elbow, forearm, and wrist, without mention of infection",Culture-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture"
1435,9133,Blister forearm-infected,"Blister of elbow, forearm, and wrist, infected",C & s-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture and sensitivity"
1436,9134,Insect bite forearm,"Insect bite, nonvenomous of elbow, forearm, and wrist, without mention of infection",Parasitlolgy-lower urin,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, parasitology"
1437,9135,Insect bite forearm-inf,"Insect bite, nonvenomous, of elbow, forearm, and wrist, infected",Toxicology-lower urinary,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, toxicology"
1438,9136,Foreign body forearm,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound and without mention of infection",Cell blk/pap-lower urin,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, cell block and Papanicolaou smear"
1439,8621,Diaphragm injury-open,"Injury to diaphragm, with open wound into cavity",Excision of pilonid cyst,Excision of pilonidal cyst or sinus
1440,8628,Intrathoracic inj NOS-cl,"Injury to multiple and unspecified intrathoracic organs, without mention of open wound into cavity",Nonexcis debridement wnd,"Nonexcisional debridement of wound, infection or burn"
